29, Private,122000, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States
31, Private,134613, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,43, United-States
29, ?,208406, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,35, United-States
45, Private,481987, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,18, United-States
45, Private,99385, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Canada
23, ?,238087, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,30, United-States
41, Private,374764, Bachelors,13, Widowed, Exec-managerial, Unmarried, White, Male,0,0,20, United-States
35, Private,63921, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
22, Private,81145, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States
49, Local-gov,120451, 10th,6, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States
35, Private,187112, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States
25, Private,125159, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Jamaica
31, Private,34374, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States
64, Private,192596, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States
59, Private,158776, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
23, Private,124971, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
45, Private,107682, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
35, Self-emp-not-inc,381931, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States
33, Private,178429, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
43, Private,167599, 11th,7, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,25, United-States
41, State-gov,108945, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Female,14344,0,40, United-States
80, Private,148623, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States
28, Private,176683, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, France
38, Private,97083, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States
22, Private,185279, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States
26, Private,275703, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
35, Self-emp-not-inc,202027, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,55, United-States
47, Private,254367, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
19, State-gov,56424, 12th,8, Never-married, Transport-moving, Own-child, Black, Male,0,0,20, United-States
58, Private,111394, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
30, Private,113129, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,24, United-States
17, Private,234780, HS-grad,9, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States
55, Self-emp-not-inc,349910, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
39, Private,112731, HS-grad,9, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Dominican-Republic
49, Local-gov,174981, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,47, United-States
52, Private,338816, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States
35, Private,186934, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
38, Private,210610, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
51, Private,197656, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
36, Self-emp-not-inc,138940, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States
34, Private,182691, HS-grad,9, Divorced, Exec-managerial, Own-child, White, Male,0,0,44, United-States
37, Private,315291, Bachelors,13, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States
28, Private,309196, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States
53, Private,149784, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
38, Private,106838, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
46, Private,263568, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
59, Private,227856, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,37, United-States
26, ?,208994, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,12, United-States
31, Private,169589, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States
23, Self-emp-not-inc,258298, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,2231,40, United-States
34, Private,187203, Assoc-acdm,12, Never-married, Sales, Unmarried, White, Male,0,0,50, United-States
20, ?,182117, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States
40, Private,214010, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,37, United-States
22, Private,410439, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,55, United-States
56, Private,134195, Masters,14, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States
36, Private,214378, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States
24, Private,127753, 12th,8, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States
35, Federal-gov,185053, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States
34, Private,125279, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
29, ?,168873, Some-college,10, Divorced, ?, Unmarried, White, Female,0,0,30, United-States
23, ?,86337, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,15, United-States
37, Private,89718, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States
60, Private,230545, 7th-8th,4, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, Cuba
62, Private,183735, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
18, Private,270502, 11th,7, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States
26, Private,276624, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
33, Private,198727, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States
37, Private,526968, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States
50, Private,30447, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States
23, Private,334357, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States
45, Private,179659, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States
44, Local-gov,197919, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States
41, State-gov,293485, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,3103,0,40, United-States
45, Private,214627, Doctorate,16, Widowed, Prof-specialty, Unmarried, White, Male,15020,0,40, Iran
36, Federal-gov,51089, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States
51, Private,270194, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
19, Federal-gov,234151, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
49, Private,403112, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,0,32, United-States
20, ?,86318, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,10, United-States
37, State-gov,48211, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States
21, Private,119156, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
59, Private,170104, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States
46, Private,185673, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
66, Local-gov,157942, HS-grad,9, Widowed, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States
47, Self-emp-not-inc,479611, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States
33, Local-gov,34080, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
27, Private,288341, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,32, United-States
44, Private,112797, 9th,5, Divorced, Other-service, Own-child, White, Female,0,0,50, United-States
49, Private,156926, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States
44, State-gov,183829, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States
29, Private,393264, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
22, State-gov,262819, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
41, Private,102332, HS-grad,9, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States
48, Private,255439, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
45, Private,200559, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States
22, Private,215477, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States
21, Private,118712, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,1504,40, United-States
22, Private,54560, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States
41, Private,117585, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1485,40, United-States
54, Private,177675, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,42, United-States
44, Private,147110, Some-college,10, Divorced, Adm-clerical, Own-child, White, Male,14344,0,40, United-States
39, Private,257726, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
35, Private,29145, Assoc-voc,11, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
52, Private,119111, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
26, Private,208122, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States
29, Private,264166, Assoc-voc,11, Divorced, Other-service, Unmarried, White, Female,0,0,45, Columbia
45, Private,327886, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
20, Private,147884, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
32, Private,188048, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
38, Private,110402, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
43, Private,300528, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
28, Private,47907, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
36, Private,250238, 1st-4th,2, Never-married, Other-service, Other-relative, Other, Female,0,0,40, El-Salvador
61, Private,202202, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
55, Private,314592, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
33, Private,178449, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,49, United-States
29, Private,183009, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Other, Female,0,1590,40, United-States
23, Local-gov,218678, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
47, Local-gov,272182, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States
41, Private,288568, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
40, Private,101272, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States
40, Private,220563, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
51, Private,183709, Assoc-voc,11, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States
39, Private,164712, Some-college,10, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States
51, State-gov,77905, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States
18, ?,348588, 12th,8, Never-married, ?, Own-child, Black, Male,0,0,25, United-States
57, Self-emp-not-inc,102058, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
33, Federal-gov,37546, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States
26, Private,322547, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States
39, Private,258276, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,3137,0,40, ?
57, Self-emp-not-inc,138285, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Iran
41, Private,372682, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
26, Federal-gov,185885, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,15, United-States
48, Local-gov,383384, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
23, Private,380544, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
48, Self-emp-inc,54190, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States
63, ?,110150, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,55, United-States
31, Private,246439, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
21, Private,29810, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States
45, Private,155659, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
39, Self-emp-inc,188069, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
